source_path	run_id	metric_or_field	value	aggregation	unit	normalization	wer_tokenizer	compliance_status	paper_use	evidence
70_experiments/runs/wer_metric_audit_2026_05_25/legacy_15_row_metric_audit.tsv	whisper_small_15_row_baseline	wer_raw_whitespace	475.0	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/legacy_15_row_metric_audit.tsv	whisper_small_15_row_baseline	wer_zh_jieba	49.83	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr25_partial_encoder_legacy_best_test_split	wer_raw_whitespace	100.0	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr25_partial_encoder_legacy_best_test_split	wer_zh_jieba	21.53	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr25_lora_legacy_best_test_split	wer_raw_whitespace	100.0	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr25_lora_legacy_best_test_split	wer_zh_jieba	25.59	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr25_base_test_split	wer_raw_whitespace	242.47	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr25_base_test_split	wer_zh_jieba	30.39	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	whisper_large_v2_test_split	wer_raw_whitespace	133.42	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	whisper_large_v2_test_split	wer_zh_jieba	32.23	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	whisper_small_test_split	wer_raw_whitespace	155.89	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	whisper_small_test_split	wer_zh_jieba	43.44	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr26_test_split	wer_raw_whitespace	1054.79	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/text_metric_audit.tsv	breeze_asr26_test_split	wer_zh_jieba	32.29	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/high_stakes_300_metric_audit.tsv	breeze_asr25_partial_encoder_high_stakes_300	wer_raw_whitespace	93.16	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/high_stakes_300_metric_audit.tsv	breeze_asr25_partial_encoder_high_stakes_300	wer_zh_jieba	9.38	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/high_stakes_300_metric_audit.tsv	breeze_asr25_base_high_stakes_300	wer_raw_whitespace	271.66	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/high_stakes_300_metric_audit.tsv	breeze_asr25_base_high_stakes_300	wer_zh_jieba	28.1	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/wer_metric_audit_2026_05_25/high_stakes_300_metric_audit.tsv	breeze_asr25_lora_high_stakes_300	wer_raw_whitespace	101.3	corpus_micro	word	none	whitespace	formula_compatible_but_not_journal_compliant_for_chinese_primary	audit_only	unit_is_word;normalization_is_none;tokenizer_is_whitespace;notes_mark_invalid_primary
70_experiments/runs/wer_metric_audit_2026_05_25/high_stakes_300_metric_audit.tsv	breeze_asr25_lora_high_stakes_300	wer_zh_jieba	21.91	corpus_micro	word	zh_asr	jieba	journal_compliant_supplemental_chinese_wer	supplemental_only	unit_is_word;normalization_is_zh_asr;tokenizer_is_jieba;zero_reference_units_absent;references_present;hypotheses_present;manifest_ids_aligned;jiwer_cross_check_matches
70_experiments/runs/breeze_asr25_15_row_baseline/metrics.csv	breeze_asr25_15_row_baseline	metrics.csv:wer	380.0	stored_row_mean_or_run_mean	word			stored_legacy_or_undocumented_wer	audit_only	no explicit zh_asr/jieba WER policy in metrics.csv notes
70_experiments/runs/breeze_asr25_base_high_stakes_300/metrics.csv	breeze_asr25_base_high_stakes_300	metrics.csv:wer	28.74	stored_row_mean_or_run_mean	word			stored_declared_zh_jieba_macro_mean	prefer_audit_micro_for_tables	metrics.csv notes declare zh_asr and jieba
70_experiments/runs/breeze_asr25_base_test_split/metrics.csv	breeze_asr25_base_test_split	metrics.csv:wer	299.89	stored_row_mean_or_run_mean	word			stored_legacy_raw_whitespace	audit_only	metrics.csv notes explicitly mark legacy raw whitespace
70_experiments/runs/breeze_asr25_lora_legacy_best/metrics.csv	breeze_asr25_lora_legacy_best	metrics.csv:test_wer	0.289627321013125	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	legacy final_test_results.txt
70_experiments/runs/breeze_asr25_partial_encoder_legacy_best/metrics.csv	breeze_asr25_partial_encoder_legacy_best	metrics.csv:eval_wer	0.20617297067573312	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	checkpoint-480 trainer_state
70_experiments/runs/breeze_asr26_15_row_stress_test/metrics.csv	breeze_asr26_15_row_stress_test	metrics.csv:wer	1493.33	stored_row_mean_or_run_mean	word			stored_legacy_or_undocumented_wer	audit_only	no explicit zh_asr/jieba WER policy in metrics.csv notes
70_experiments/runs/breeze_asr26_test_split/metrics.csv	breeze_asr26_test_split	metrics.csv:wer	33.12	stored_row_mean_or_run_mean	word			stored_declared_zh_jieba_macro_mean	prefer_audit_micro_for_tables	metrics.csv notes declare zh_asr and jieba
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:partial_encoder_wer_mean	100.0	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Legacy raw whitespace-token WER; not a publication-grade primary metric for unsegmented Chinese.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:partial_encoder_wer_zh_jieba_micro	21.53	corpus_micro_summary	word	zh_asr	jieba	summary_supplemental_zh_jieba_micro	supplemental_only	Supplemental segmented Chinese WER from summarizer.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:lora_wer_mean	100.0	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Legacy raw whitespace-token WER; not a publication-grade primary metric for unsegmented Chinese.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:lora_wer_zh_jieba_micro	25.59	corpus_micro_summary	word	zh_asr	jieba	summary_supplemental_zh_jieba_micro	supplemental_only	Supplemental segmented Chinese WER from summarizer.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:base_wer_mean	299.89	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Legacy raw whitespace-token WER; not a publication-grade primary metric for unsegmented Chinese.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:base_wer_zh_jieba_micro	30.39	corpus_micro_summary	word	zh_asr	jieba	summary_supplemental_zh_jieba_micro	supplemental_only	Supplemental segmented Chinese WER from summarizer.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:whisper_small_wer_mean	45.13	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Stored zh_asr + jieba WER mean from the inference runner.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:whisper_small_wer_zh_jieba_micro	43.44	corpus_micro_summary	word	zh_asr	jieba	summary_supplemental_zh_jieba_micro	supplemental_only	Supplemental segmented Chinese WER from summarizer.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:whisper_large_v2_wer_mean	32.75	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Stored zh_asr + jieba WER mean from the inference runner.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:whisper_large_v2_wer_zh_jieba_micro	32.23	corpus_micro_summary	word	zh_asr	jieba	summary_supplemental_zh_jieba_micro	supplemental_only	Supplemental segmented Chinese WER from summarizer.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:breeze_asr26_wer_mean	33.12	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Stored zh_asr + jieba WER mean from the inference runner.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:breeze_asr26_wer_zh_jieba_micro	32.29	corpus_micro_summary	word	zh_asr	jieba	summary_supplemental_zh_jieba_micro	supplemental_only	Supplemental segmented Chinese WER from summarizer.
70_experiments/runs/janus_258_test_split_asr_cds_proxy/metrics.csv	janus_258_test_split_asr_cds_proxy	metrics.csv:wer_audit_run	wer_metric_audit_2026_05_25	legacy_training_or_summary_value	word			legacy_trainer_or_summary_wer_not_directly_comparable	background_only	Use text_metric_audit.tsv for manifest-validated zh-jieba WER and corpus-level micro rates.
70_experiments/runs/whisper_large_v2_15_row_baseline/metrics.csv	whisper_large_v2_15_row_baseline	metrics.csv:wer	100.0	stored_row_mean_or_run_mean	word			stored_legacy_or_undocumented_wer	audit_only	no explicit zh_asr/jieba WER policy in metrics.csv notes
70_experiments/runs/whisper_large_v2_test_split/metrics.csv	whisper_large_v2_test_split	metrics.csv:wer	32.75	stored_row_mean_or_run_mean	word			stored_declared_zh_jieba_macro_mean	prefer_audit_micro_for_tables	metrics.csv notes declare zh_asr and jieba
70_experiments/runs/whisper_small_15_row_baseline/metrics.csv	whisper_small_15_row_baseline	metrics.csv:wer	500.0	stored_row_mean_or_run_mean	word			stored_legacy_or_undocumented_wer	audit_only	no explicit zh_asr/jieba WER policy in metrics.csv notes
70_experiments/runs/whisper_small_smoke_test/metrics.csv	whisper_small_smoke_test	metrics.csv:wer	100.0	stored_row_mean_or_run_mean	word			stored_legacy_or_undocumented_wer	audit_only	no explicit zh_asr/jieba WER policy in metrics.csv notes
70_experiments/runs/whisper_small_test_split/metrics.csv	whisper_small_test_split	metrics.csv:wer	45.13	stored_row_mean_or_run_mean	word			stored_declared_zh_jieba_macro_mean	prefer_audit_micro_for_tables	metrics.csv notes declare zh_asr and jieba
